Date,Open,High,Low,Close,Adj Close,Volume,Log Daily Returns,Volume Change,30-Day Volatility
2000-02-15,203.3699951171875,203.72999572753906,201.50999450683594,203.72999572753906,203.72999572753906,1687600.0,0.0017686107211363706,0.0,0.014671926144918263
2000-02-16,203.72999572753906,206.27999877929688,203.72999572753906,206.0800018310547,206.0800018310547,1687600.0,0.011468884978535711,0.0,0.012909037031573192
2000-02-17,206.0800018310547,214.3300018310547,206.0800018310547,209.8699951171875,209.8699951171875,1687600.0,0.018223816342285714,0.0,0.013198318471763637
2000-02-18,209.8699951171875,210.32000732421875,204.33999633789062,204.6999969482422,204.6999969482422,1687600.0,-0.024942790384635767,0.0,0.014093630137009771
2000-02-22,204.6999969482422,205.6300048828125,200.83999633789062,203.75,203.75,1687600.0,-0.004651725637830959,0.0,0.013490884562591737
2000-02-23,203.75,207.6199951171875,203.75,207.47999572753906,207.47999572753906,1687600.0,0.018141176770069184,0.0,0.013438725304358981
2000-02-24,207.47999572753906,209.39999389648438,206.32000732421875,208.39999389648438,208.39999389648438,1687600.0,0.004424351700667209,0.0,0.013114202118724237
2000-02-25,208.39999389648438,210.88999938964844,208.39999389648438,209.4199981689453,209.4199981689453,1687600.0,0.0048825155241509575,0.0,0.013041778320750418
2000-02-28,209.4199981689453,211.97999572753906,206.83999633789062,210.42999267578125,210.42999267578125,1687600.0,0.004811225328709352,0.0,0.012065100329731319
2000-02-29,210.42999267578125,217.22999572753906,210.42999267578125,217.08999633789062,217.08999633789062,1687600.0,0.03115897578701151,0.0,0.013016792987837165
2000-03-01,217.08999633789062,220.4499969482422,217.08999633789062,219.57000732421875,219.57000732421875,1687600.0,0.011359124406766077,0.0,0.01310271182305851
2000-03-02,219.57000732421875,221.05999755859375,216.94000244140625,217.92999267578125,217.92999267578125,1687600.0,-0.007497244938752386,0.0,0.013188813375499667
2000-03-03,217.92999267578125,223.5800018310547,217.92999267578125,223.5800018310547,223.5800018310547,1687600.0,0.025595423332292644,0.0,0.013820496274828805
2000-03-06,223.5800018310547,224.30999755859375,222.3699951171875,223.07000732421875,223.07000732421875,1687600.0,-0.0022836436494729525,0.0,0.013785904332214865
2000-03-07,223.07000732421875,224.25999450683594,219.91000366210938,219.91000366210938,219.91000366210938,1687600.0,-0.014267267986893095,0.0,0.013564746012918833
2000-03-08,219.91000366210938,221.52999877929688,216.1300048828125,220.19000244140625,220.19000244140625,1687600.0,0.0012724326888988227,0.0,0.01345683050950021
2000-03-09,220.19000244140625,223.17999267578125,218.89999389648438,223.17999267578125,223.17999267578125,1687600.0,0.013487766855594498,0.0,0.013529535326991879
2000-03-10,223.17999267578125,225.38999938964844,221.52000427246094,221.52000427246094,221.52000427246094,1687600.0,-0.00746568979028642,0.0,0.013498183989140766
2000-03-13,221.52000427246094,221.52000427246094,215.30999755859375,217.5399932861328,217.5399932861328,1687600.0,-0.01813018734670264,0.0,0.013100764223930982
2000-03-14,217.5399932861328,221.00999450683594,212.8000030517578,212.91000366210938,212.91000366210938,1687600.0,-0.021513152397754205,0.0,0.013418798738599835
2000-03-15,212.91000366210938,213.9499969482422,207.72999572753906,209.66000366210938,209.66000366210938,1687600.0,-0.015382369913948325,0.0,0.013583729140621536
2000-03-16,209.66000366210938,217.72000122070312,207.6699981689453,217.72000122070312,217.72000122070312,1687600.0,0.03772265068143406,0.0,0.01502060372401885
2000-03-17,217.72000122070312,218.86000061035156,215.55999755859375,218.1199951171875,218.1199951171875,1687600.0,0.0018355084992044126,0.0,0.014760478819166296
2000-03-20,218.1199951171875,219.27000427246094,211.6699981689453,211.77000427246094,211.77000427246094,1687600.0,-0.0295445474214647,0.0,0.01588710188711931
2000-03-21,211.77000427246094,213.2899932861328,206.1199951171875,213.27999877929688,213.27999877929688,1687600.0,0.00710505045642595,0.0,0.015906687434471635
2000-03-22,213.27999877929688,217.85000610351562,213.27999877929688,217.77999877929688,217.77999877929688,1687600.0,0.020879522605780968,0.0,0.016251729679789374
2000-03-23,217.77999877929688,220.22000122070312,217.77999877929688,218.6999969482422,218.6999969482422,1687600.0,0.004215540415937019,0.0,0.016182158716479697
2000-03-24,218.6999969482422,222.67999267578125,218.25,219.13999938964844,219.13999938964844,1687600.0,0.002009878463394627,0.0,0.01614699786595461
2000-03-27,219.13999938964844,220.1699981689453,217.86000061035156,218.0800018310547,218.0800018310547,1687600.0,-0.004848815847559652,0.0,0.016045039060331768
2000-03-28,218.0800018310547,218.13999938964844,214.36000061035156,214.36000061035156,214.36000061035156,1687600.0,-0.017205128870504974,0.0,0.016429930435154238
2000-03-29,214.36000061035156,215.38999938964844,208.72999572753906,210.1300048828125,210.1300048828125,1687600.0,-0.019930437431287307,0.0,0.01690018340523648
